"__typename","action","amount","assetPriceUSD","borrowRate","borrowRateMode","id","reserve","stableTokenDebt","timestamp","txHash","user","variableTokenDebt"
"Borrow","Borrow","8000000000","1.00026871","393379052659112939815040080",2,"8263763:0:0x348c49227605961266a321b10d7e0f8df1b433ca02268f76644c58833188005f:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647877297,"0x348c49227605961266a321b10d7e0f8df1b433ca02268f76644c58833188005f","{""__typename"":""User"",""id"":""0x32844a824f458f24878515923f1fa120b6b711f2""}","17991734093"
"Borrow","Borrow","2500000000","1.00026871","614902592459179739913565594",2,"8263769:0:0xe41dd1e372159b2d7540c05965c6d162db0cedb6052dff8fa6efd27767eb93a0:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647877297,"0xe41dd1e372159b2d7540c05965c6d162db0cedb6052dff8fa6efd27767eb93a0","{""__typename"":""User"",""id"":""0x0007448f4ba168e24c35f835eefa1a76587d691d""}","2498314024"
"Borrow","Borrow","1400000000000000000000","0.99982703","19972783183329020549250666",2,"8263995:0:0x8f9185075e011f005dcf8400dfea261e644e9c1ff9e618bf0b9367f3a3f357ae:4:4","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""DAI""}","0",1647877540,"0x8f9185075e011f005dcf8400dfea261e644e9c1ff9e618bf0b9367f3a3f357ae","{""__typename"":""User"",""id"":""0x32844a824f458f24878515923f1fa120b6b711f2""}","1399507249464188804179"
"Borrow","Borrow","15000000000","0.99991224","27902055478266768355006530",2,"8264136:0:0x0a7e5bfece6e90ad112a11824720c710f8a05527e8062eb7c5698e0fd8a58265:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647877687,"0x0a7e5bfece6e90ad112a11824720c710f8a05527e8062eb7c5698e0fd8a58265","{""__typename"":""User"",""id"":""0x32844a824f458f24878515923f1fa120b6b711f2""}","14993178478"
"Borrow","Borrow","60000000000000000","2948.0554","2995663168873933183795944",2,"8264182:0:0xee03a65d05e96c4626cefb82d7ab51a39880e1a0347eec5691a51bfa292205e8:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647877747,"0xee03a65d05e96c4626cefb82d7ab51a39880e1a0347eec5691a51bfa292205e8","{""__typename"":""User"",""id"":""0x435b7d470767cb121f37dd296b2ac7913fdf5427""}","59997966850261574"
"Borrow","Borrow","2778160236012254815","2947.93","3432427527814440187548438",2,"8265862:0:0x1a32debd627e245eb3705c7d8df49d33b2cd7f868742be0462b5267febd41b4d:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647880040,"0x1a32debd627e245eb3705c7d8df49d33b2cd7f868742be0462b5267febd41b4d","{""__typename"":""User"",""id"":""0x75c470eb926716707635a7e4bcb3893d77bf1713""}","2778065494511934372"
"Borrow","Borrow","1920000000","0.99991224","27713336581161150696400117",2,"8268521:0:0x35acb44ab5e73c15cd50bdfde18f9f5f5ffd222d11ff547e091f0e132744b6f3:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647883828,"0x35acb44ab5e73c15cd50bdfde18f9f5f5ffd222d11ff547e091f0e132744b6f3","{""__typename"":""User"",""id"":""0x9ae59ff6db8600c4b0248011c5673ff8903c8f78""}","1919116471"
"Borrow","Borrow","100000000","0.99991224","27715193614959494454870913",2,"8268617:0:0x2767b943e7b1dceec04c34a6463afa1720b5cf4c74ca5fccea11472a910bc28c:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647883957,"0x2767b943e7b1dceec04c34a6463afa1720b5cf4c74ca5fccea11472a910bc28c","{""__typename"":""User"",""id"":""0x3866b657403dea64949c0e0d258fb887a88d6c5c""}","99953972"
"Borrow","Borrow","7000000000","0.99991224","27390051823512949942104910",2,"8269784:0:0x4ab2599299c1b3eb91b4a888fcb2937a1ce386dd5dc2c39bd6ddefb1a53ede40:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647886011,"0x4ab2599299c1b3eb91b4a888fcb2937a1ce386dd5dc2c39bd6ddefb1a53ede40","{""__typename"":""User"",""id"":""0x0a4fc1b3308e763a6a322f38138748a781d5b576""}","6996765549"
"Borrow","Borrow","58000000","1.00026871","172949088863594669094627136",2,"8270406:0:0x8c8181d7ba08c88786fce6d58412cb7db947e31c1b85fdf56a9b7ef6394390df:5:5","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647887090,"0x8c8181d7ba08c88786fce6d58412cb7db947e31c1b85fdf56a9b7ef6394390df","{""__typename"":""User"",""id"":""0x833ad4b1d1e64743dc16f1eaf4bc0b5a85b4b9fc""}","57956505"
"Borrow","Borrow","38000000","1.00026871","171681160016700016353855064",2,"8270548:0:0xf3a624d6ded8066bb50d4f3fb65eacc2851e6e7164862502f43bcd6e75e99dca:5:5","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647887323,"0xf3a624d6ded8066bb50d4f3fb65eacc2851e6e7164862502f43bcd6e75e99dca","{""__typename"":""User"",""id"":""0x833ad4b1d1e64743dc16f1eaf4bc0b5a85b4b9fc""}","95927960"
"Borrow","Borrow","25000000","1.00026871","170859870461199897474494326",2,"8270599:0:0xb35001b5ca650ee6436752d3390d8f7e54cf80c2dc3cb8ade7563b4131106013:5:5","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647887415,"0xb35001b5ca650ee6436752d3390d8f7e54cf80c2dc3cb8ade7563b4131106013","{""__typename"":""User"",""id"":""0x833ad4b1d1e64743dc16f1eaf4bc0b5a85b4b9fc""}","120909168"
"Borrow","Borrow","16000000","1.00026871","170283592511633683512120346",2,"8270663:0:0x404e88420ca7533f457b7f5a0000a96f149d19ff4945772b32b514756a7c2eea:5:5","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647887563,"0x404e88420ca7533f457b7f5a0000a96f149d19ff4945772b32b514756a7c2eea","{""__typename"":""User"",""id"":""0x833ad4b1d1e64743dc16f1eaf4bc0b5a85b4b9fc""}","136897128"
"Borrow","Borrow","2600000000","1.00026871","177247916102485758310576612",2,"8273069:0:0x61cb8abca6fb8a3a95f280a74a1d2caf19cb62cf8afaddbb0841aace2f707d76:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647892007,"0x61cb8abca6fb8a3a95f280a74a1d2caf19cb62cf8afaddbb0841aace2f707d76","{""__typename"":""User"",""id"":""0x0007448f4ba168e24c35f835eefa1a76587d691d""}","2597987496"
"Borrow","Borrow","60000000000","0.99993167","28341285152758751005334893",2,"8278194:0:0x85b952fc1fe8d2459cf7ea038df459265cf999520eb4439d26cf9768fcfdf821:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647900673,"0x85b952fc1fe8d2459cf7ea038df459265cf999520eb4439d26cf9768fcfdf821","{""__typename"":""User"",""id"":""0x29bf02c855fabe805c2f74d8f4be02d060e1306f""}","59971516792"
"Borrow","Borrow","300000000","0.99993167","28346933803618294341900876",2,"8283332:0:0x2560230fe82f09c0916117307c92f5353a4926f0d557277d50db64dd439eb5c1:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647909344,"0x2560230fe82f09c0916117307c92f5353a4926f0d557277d50db64dd439eb5c1","{""__typename"":""User"",""id"":""0x60d95f7683da712c8a433059a6d0fdc093dcd2a4""}","1299838610"
"Borrow","Borrow","24000000000","0.99993167","28792178445671376434574814",2,"8285294:0:0x55b9dc5ef6c17aaa0c91524c9b7629ef41e8bb9e82c9d08ddd9f605985149afa:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647912424,"0x55b9dc5ef6c17aaa0c91524c9b7629ef41e8bb9e82c9d08ddd9f605985149afa","{""__typename"":""User"",""id"":""0xfba206e73709f614e5a85aff27a98692d4f3c579""}","138818926079"
"Borrow","Borrow","600000000","0.99993167","28803346269252789117436417",2,"8288155:0:0x1ddeeb4a30e00d4c78e66e016628568ac89df71cb69e70ae1acd48ae889b369f:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647916305,"0x1ddeeb4a30e00d4c78e66e016628568ac89df71cb69e70ae1acd48ae889b369f","{""__typename"":""User"",""id"":""0xa314e002ef1a776fac6b3d251c6643bc9180764a""}","599706709"
"Borrow","Borrow","6000000000","0.99993167","28914669783956196103408191",2,"8289765:0:0x317c78d6c6008400709f8cfb9c2c981077c46b85faffe6f94257c2389d4fdf0a:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647918396,"0x317c78d6c6008400709f8cfb9c2c981077c46b85faffe6f94257c2389d4fdf0a","{""__typename"":""User"",""id"":""0xfba206e73709f614e5a85aff27a98692d4f3c579""}","144815981719"
"Borrow","Borrow","25100000","0.99993167","28915140627317328341418674",2,"8290184:0:0xe389f1f45e8cdf30146a5c841f7ab8b2fdeb0aed7d453d8c842d1c41e0bc89da:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647918937,"0xe389f1f45e8cdf30146a5c841f7ab8b2fdeb0aed7d453d8c842d1c41e0bc89da","{""__typename"":""User"",""id"":""0x3af25d73378353e676cc5081e69e51f8f4c278c9""}","25087670"
"Borrow","Borrow","3000000000","0.99993167","28970794483161601318684450",2,"8290454:0:0x3b97f3f913a202fa5c868b818d35bebbfcb74ff8bd163a3bb96d98e82892fc86:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647919167,"0x3b97f3f913a202fa5c868b818d35bebbfcb74ff8bd163a3bb96d98e82892fc86","{""__typename"":""User"",""id"":""0xfba206e73709f614e5a85aff27a98692d4f3c579""}","147814507419"
"Borrow","Borrow","10000000000","0.99993167","29155843587665104148729313",2,"8291483:0:0xb8b37fffc07f0760e561abf5e1c9e4693d7d35c8e2d0e15b5786b9e79b37ac4b:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647920139,"0xb8b37fffc07f0760e561abf5e1c9e4693d7d35c8e2d0e15b5786b9e79b37ac4b","{""__typename"":""User"",""id"":""0xe078a5b4f4ba2aebdc6bc982650ebff06136357b""}","20312497091"
"Borrow","Borrow","10000000000000000000000","0.99982703","52496597897916127568656334",1,"8292454:0:0x4522d87aa2ad1be2b7b5a603be9d9e205413041d19c439523f7409e3af68355e:4:4","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""DAI""}","10000000000000000000000",1647921404,"0x4522d87aa2ad1be2b7b5a603be9d9e205413041d19c439523f7409e3af68355e","{""__typename"":""User"",""id"":""0xe199fb97006cbeff5e5961ac7b464cb9cdc7588e""}","0"
"Borrow","Borrow","1530000000000000000000","0.99982703","25976849171529940435599884",2,"8292948:0:0xfd5585970be36dcf26c36f6e57df092913c4eecfdd5dfdb6725cacd19525409f:4:4","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""DAI""}","0",1647922192,"0xfd5585970be36dcf26c36f6e57df092913c4eecfdd5dfdb6725cacd19525409f","{""__typename"":""User"",""id"":""0x3fcd5605fcdda546c29c31d50116198fabf3fa47""}","1529418043140421483192"
"Borrow","Borrow","1000000000000000000","3021.59","3544903229283372176236713",2,"8295544:0:0x6171467b5c1bfc81b886600aff541d9cdce02e32c79d41bb3988fc555ea2cff8:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647925994,"0x6171467b5c1bfc81b886600aff541d9cdce02e32c79d41bb3988fc555ea2cff8","{""__typename"":""User"",""id"":""0xa6416a8e7ed9df42b9f7162c3b6b0acedadd3b6e""}","999960901869735788"
"Borrow","Borrow","1000000000","0.99993167","29212262859947045043277220",2,"8296463:0:0x5312ca921107bb631166814d2263bed1638653ba369fed8a65c71b018e68d42a:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647927494,"0x5312ca921107bb631166814d2263bed1638653ba369fed8a65c71b018e68d42a","{""__typename"":""User"",""id"":""0xa6416a8e7ed9df42b9f7162c3b6b0acedadd3b6e""}","999500873"
"Borrow","Borrow","2500000000","1.00026871","15886331618248555727306572",2,"8297111:0:0xb9553c9424b2693fdacc9192eb6ef2633465d3af2d997a93516b214c53793605:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647928639,"0xb9553c9424b2693fdacc9192eb6ef2633465d3af2d997a93516b214c53793605","{""__typename"":""User"",""id"":""0x0a4fc1b3308e763a6a322f38138748a781d5b576""}","2497725614"
"Borrow","Borrow","20000000000000000","2986.04","3387542842113879153864033",2,"8298378:0:0xfcc0e8f6ac93e131ca64629adfc1c80a83d58cb46981e74b47ec39557bd1f04b:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647929941,"0xfcc0e8f6ac93e131ca64629adfc1c80a83d58cb46981e74b47ec39557bd1f04b","{""__typename"":""User"",""id"":""0x435b7d470767cb121f37dd296b2ac7913fdf5427""}","79997176238028737"
"Borrow","Borrow","500000000000000000","2990.5915","3469740981824969199959518",2,"8298562:0:0x02d3c82aee219e51ea0e0ebb93e9fb3bafd8a3366f0d8cbdbe13918d8f14ddee:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647930183,"0x02d3c82aee219e51ea0e0ebb93e9fb3bafd8a3366f0d8cbdbe13918d8f14ddee","{""__typename"":""User"",""id"":""0xa6416a8e7ed9df42b9f7162c3b6b0acedadd3b6e""}","499980221697081307"
"Borrow","Borrow","25100000","0.99993167","29193936599849333831694622",2,"8298577:0:0xc0f7039a9db4533aaa22cad30bbfc3d8c8dea3c1b308407a9ce409717fa2c501:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647930183,"0xc0f7039a9db4533aaa22cad30bbfc3d8c8dea3c1b308407a9ce409717fa2c501","{""__typename"":""User"",""id"":""0xafb15686d9215cd9e1bd24c0d4b122a532d2a65d""}","25087409"
"Borrow","Borrow","25000000","0.99993167","29193952403440437813577124",2,"8299979:4:0x4040a6ae772e38985bd149b231427bba87734a9b407c9e04c9e99ff822626b25:42:42","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647932012,"0x4040a6ae772e38985bd149b231427bba87734a9b407c9e04c9e99ff822626b25","{""__typename"":""User"",""id"":""0xb7055208d85bbb6877db77fd8dd64cf7da291569""}","24987417"
"Borrow","Borrow","25100000","0.99993167","29193965094996363985477914",2,"8300637:0:0x31a201f60baaf1393898296ee68c594eaf0ae6a99c30c291ea77ed9c88117461:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647933134,"0x31a201f60baaf1393898296ee68c594eaf0ae6a99c30c291ea77ed9c88117461","{""__typename"":""User"",""id"":""0x81a3b8d970cb11a261a782837c636b6782ca73cb""}","25087341"
"Borrow","Borrow","500000000000000000000","0.99982703","26237319833202916951097305",2,"8300920:0:0x821c4e16e1c4229a2289e4f8d745d81b817d2c71a0f09a8c97fdbdff6adc2f61:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""DAI""}","0",1647933584,"0x821c4e16e1c4229a2289e4f8d745d81b817d2c71a0f09a8c97fdbdff6adc2f61","{""__typename"":""User"",""id"":""0x5e78bbf73546f4c7748b3ef9087e622a446d651b""}","499805127914512645399"
"Borrow","Borrow","200000000","0.99993167","29197684561526087683271537",2,"8300932:0:0xc6e0e71e1a9b7bd6833bebb20ea818586767b364aa776e89e04e6a1a095b229b:5:5","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647933612,"0xc6e0e71e1a9b7bd6833bebb20ea818586767b364aa776e89e04e6a1a095b229b","{""__typename"":""User"",""id"":""0x5e78bbf73546f4c7748b3ef9087e622a446d651b""}","199899043"
"Borrow","Borrow","1000000","42264.3789652","53328086958800796078056",2,"8300987:0:0x4a2a18c436432abae3209717482625588742ecd568f413d18dd503d78c319870:4:4","{""__typename"":""Reserve"",""decimals"":8,""symbol"":""WBTC""}","0",1647933668,"0x4a2a18c436432abae3209717482625588742ecd568f413d18dd503d78c319870","{""__typename"":""User"",""id"":""0xbf790b28759abe0873aec256b8cc675f51a6cf07""}","999991"
"Borrow","Borrow","25100000","0.99993167","29193977908747025969987371",2,"8301458:0:0x3e70cf6bad1cde9192b3439e83b8444940fa1cc28a3dcec394862b30d3f434b4:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647934461,"0x3e70cf6bad1cde9192b3439e83b8444940fa1cc28a3dcec394862b30d3f434b4","{""__typename"":""User"",""id"":""0xa7845933638651718b5ab84ab9bedd15a89b0c71""}","25087310"
"Borrow","Borrow","25200000","0.99993167","29194028654477721541167061",2,"8304628:0:0x77fb8df004bef3fb72403eab86c6342a9a7cb45762d49b77c4761b950bfab553:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647939524,"0x77fb8df004bef3fb72403eab86c6342a9a7cb45762d49b77c4761b950bfab553","{""__typename"":""User"",""id"":""0x934d52bd453d2c9f7bf672f64a4f890d718d8d44""}","25187142"
"Borrow","Borrow","25200000","0.99993167","29194037258012010362074111",2,"8305229:0:0xd3461e5329e3e4701340bbb74f42267da2e507f2ad1d533300f7075334ca4006:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647940415,"0xd3461e5329e3e4701340bbb74f42267da2e507f2ad1d533300f7075334ca4006","{""__typename"":""User"",""id"":""0x7f498d402e064aa479e8bdccb8c7cb07f8ee0a58""}","25187121"
"Borrow","Borrow","250000000000000000","3009.1772","3422320496561795159818738",2,"8306455:0:0xf285907bf48eb492413658f57e7e49ea7467520be022ad96797727fdefc8c968:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647942428,"0xf285907bf48eb492413658f57e7e49ea7467520be022ad96797727fdefc8c968","{""__typename"":""User"",""id"":""0xb1a45357f4f5e0237343edee8ecfbd0ea65a3249""}","249989782118893722"
"Borrow","Borrow","25200000","0.99993167","29194057246131559785173591",2,"8306479:0:0xfbc1a900ef025877e4bdd9a85a1b891f379e10d9d9c776bf0e4082baadd1ec4d:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647942485,"0xfbc1a900ef025877e4bdd9a85a1b891f379e10d9d9c776bf0e4082baadd1ec4d","{""__typename"":""User"",""id"":""0x0a5e3d9b9160aa0e6b553137e531cfec33571251""}","25187072"
"Borrow","Borrow","100000000","0.99993167","29195452009057526774801007",2,"8306784:0:0x4fb480a601731da347a03078eb8fa3e7da605f18b1237c130f8184a5633c3ccc:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647943046,"0x4fb480a601731da347a03078eb8fa3e7da605f18b1237c130f8184a5633c3ccc","{""__typename"":""User"",""id"":""0x332ac7dec4f560a47620c91a23318b84020e912d""}","99948648"
"Borrow","Borrow","168000000","1.00043099","18390386618708491640083974",2,"8306882:0:0xd675004e7af8affd6808e7eb7708d3550f705d6415755cfd2d9cd46b04e9c9d9:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647943186,"0xd675004e7af8affd6808e7eb7708d3550f705d6415755cfd2d9cd46b04e9c9d9","{""__typename"":""User"",""id"":""0x43ebc95082a02de3cf770a5cd2592f0bb7744b9e""}","167845856"
"Borrow","Borrow","25200000","0.99993167","29195923708156453971744523",2,"8307057:0:0xcd615f7c27e2da951ff96ec39bf071d42557be1d227545226258c6ff1527a87d:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647943422,"0xcd615f7c27e2da951ff96ec39bf071d42557be1d227545226258c6ff1527a87d","{""__typename"":""User"",""id"":""0xf625325166f9a977749c4f0ea3696ea5896b8c51""}","25187051"
"Borrow","Borrow","25200000","0.99993167","29194074878796342606672951",2,"8307520:0:0xb3e6baeb2d6b36fc765548a31c8dbf52b65c302ad97bea1d89cc65a25a95786f:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647944311,"0xb3e6baeb2d6b36fc765548a31c8dbf52b65c302ad97bea1d89cc65a25a95786f","{""__typename"":""User"",""id"":""0xd31e83d98b71e4b90128d6f442b59283f74324d7""}","25187030"
"Borrow","Borrow","31000000000000000000","0.99982703","53247121350088685419325723",1,"8307530:0:0x09d4775b345d2fc3abed9d40143c2839babc8e4c6990de2a614a9ffa8aedc917:4:4","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""DAI""}","31000000000000000000",1647944354,"0x09d4775b345d2fc3abed9d40143c2839babc8e4c6990de2a614a9ffa8aedc917","{""__typename"":""User"",""id"":""0xcc59c4f7e480461b827212bfec7e932f96dbdf67""}","0"
"Borrow","Borrow","25200000","0.99993167","29169067644046714333587942",2,"8308563:0:0x434083a3c9fd378e97b7d3551f8e6e87fca242feac91b0567ff317d03d3042b3:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647946026,"0x434083a3c9fd378e97b7d3551f8e6e87fca242feac91b0567ff317d03d3042b3","{""__typename"":""User"",""id"":""0x596ea3ff0bb6da54d0a34092baaca41450c684d6""}","25186990"
"Borrow","Borrow","25200000","0.99993167","29169090808826345380750124",2,"8309864:0:0x9378df4df2af9d37fa803b4a8a53e839e16b45924a702710acd9571f14d9c3d0:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647948425,"0x9378df4df2af9d37fa803b4a8a53e839e16b45924a702710acd9571f14d9c3d0","{""__typename"":""User"",""id"":""0x104b7ccb129ffdc46e6ccd6cd95a0fe7d40fad72""}","25186934"
"Borrow","Borrow","25200000","0.99993167","29169100223450714199847552",2,"8310451:0:0xc58598bab6bc371735e1f37d5c79e6d51f6c66fe893270d6282b9962f5c2216b:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647949400,"0xc58598bab6bc371735e1f37d5c79e6d51f6c66fe893270d6282b9962f5c2216b","{""__typename"":""User"",""id"":""0x28bc5395c7d3629ceadde589badf87bcb38abb21""}","25186911"
"Borrow","Borrow","530000000000000000","3016.9174","3507596695573118263726607",2,"8310707:0:0x8934b29598e02a8f281a7a4a9db13713a9c0e94426093e5c398086bc293ce3f2:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647949808,"0x8934b29598e02a8f281a7a4a9db13713a9c0e94426093e5c398086bc293ce3f2","{""__typename"":""User"",""id"":""0xfa96028159401edbd4930ebf93224ef7bc286dca""}","529977913671797843"
"Borrow","Borrow","133000000000000000","3015.07","3487830459348444644240749",2,"8311782:0:0x503804818e9b50b4006a9b3ae27745c2aca430bf3bf3e720b49615f131b494a1:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647951385,"0x503804818e9b50b4006a9b3ae27745c2aca430bf3bf3e720b49615f131b494a1","{""__typename"":""User"",""id"":""0xfa96028159401edbd4930ebf93224ef7bc286dca""}","662972348063823432"
"Borrow","Borrow","130000000000000000","3012","3487891047565358811611927",2,"8311919:0:0xe0942647b56d7e1a8864ba50511d54db8f227ff6f603c5e55bc4e42a9184e1ec:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647951624,"0xe0942647b56d7e1a8864ba50511d54db8f227ff6f603c5e55bc4e42a9184e1ec","{""__typename"":""User"",""id"":""0xb1a45357f4f5e0237343edee8ecfbd0ea65a3249""}","135294556690583946"
"Borrow","Borrow","8000000000","0.99993167","29317136809660522683764171",2,"8313053:0:0xe19cb9862bc89839586d5c4ac5def7eb746d5889cc83999b6ae668a3fc5c242c:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647953145,"0xe19cb9862bc89839586d5c4ac5def7eb746d5889cc83999b6ae668a3fc5c242c","{""__typename"":""User"",""id"":""0x0320e2787d5c62a4a81f219dfb3c5abdf6265362""}","95470064949"
"Borrow","Borrow","120000000","1.00043099","26127071742186638391065647",2,"8316072:0:0xae69465fa3f34216e4fd5619a5ed5bd3ea21da4c5c810162cae7251044fca64d:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647955745,"0xae69465fa3f34216e4fd5619a5ed5bd3ea21da4c5c810162cae7251044fca64d","{""__typename"":""User"",""id"":""0xbecff511eb1f5889f07f79af7954c2271d5b4b78""}","1319441986"
"Borrow","Borrow","120000000","1.00043099","26171561756976881723665928",2,"8316082:0:0x0a435359223c546334264ba0ffeb9590277e333a527d9086b3bf78031923f035:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","0",1647955745,"0x0a435359223c546334264ba0ffeb9590277e333a527d9086b3bf78031923f035","{""__typename"":""User"",""id"":""0xbecff511eb1f5889f07f79af7954c2271d5b4b78""}","1439330978"
"Borrow","Borrow","4850000000","1.00043099","53271445219622110215458241",1,"8319871:0:0xcb6cde223cfee90c019bda37b61b00e07214b2d7d548fd1545f836124bb7f67a:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDT""}","9361220060",1647959510,"0xcb6cde223cfee90c019bda37b61b00e07214b2d7d548fd1545f836124bb7f67a","{""__typename"":""User"",""id"":""0x04c18cbf703c72591f1800b52d801a948f55e00c""}","0"
"Borrow","Borrow","800000000000000000000","15.65496983","9974845084330474487744631",2,"8322165:0:0x33e781c5cbe269a90e1c5a2c1e02a337bc87578df58900fb370ab777f56463cf:4:4","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""LINK""}","0",1647961947,"0x33e781c5cbe269a90e1c5a2c1e02a337bc87578df58900fb370ab777f56463cf","{""__typename"":""User"",""id"":""0xde55f9e8f9afb3a3e9518255961a4ab3f57eeca2""}","800000000000000000000"
"Borrow","Borrow","43200000000000000000","3007.8851","10462091699033647273565487",2,"8328022:0:0x57f17f8af68358acee62c182d14a8545832a6e289bdb9915c36596b69d1d8497:5:5","{""__typename"":""Reserve"",""decimals"":18,""symbol"":""WETH""}","0",1647970137,"0x57f17f8af68358acee62c182d14a8545832a6e289bdb9915c36596b69d1d8497","{""__typename"":""User"",""id"":""0x4d0622404f4510b32a296c157ced7286e442ff28""}","43198103543176700031"
"Borrow","Borrow","100000000000","0.99993167","30325361010541887308329930",2,"8328238:0:0x089c485783eac34f50b3c01ed9dd760a880eda129569e6eb636a4c1f58f0c47e:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647970502,"0x089c485783eac34f50b3c01ed9dd760a880eda129569e6eb636a4c1f58f0c47e","{""__typename"":""User"",""id"":""0x4d0622404f4510b32a296c157ced7286e442ff28""}","99946113624"
"Borrow","Borrow","1317000000","0.99993167","30349658897688268602086649",2,"8329061:0:0xf0822d9c66f2c2558948b27c58dc727b23dce74839e4039cfe30e6abfb929a9b:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647971629,"0xf0822d9c66f2c2558948b27c58dc727b23dce74839e4039cfe30e6abfb929a9b","{""__typename"":""User"",""id"":""0x8959092b77f5b2f531e52041623ae90f8fd13d09""}","1316288890"
"Borrow","Borrow","50000000","0.99993167","30350585871615008737609147",2,"8329403:0:0xbfce6ed2066cbb241374edce291d877567d187c08625cecfe0609b89cfe0291c:4:4","{""__typename"":""Reserve"",""decimals"":6,""symbol"":""USDC""}","0",1647972142,"0xbfce6ed2066cbb241374edce291d877567d187c08625cecfe0609b89cfe0291c","{""__typename"":""User"",""id"":""0xc82d79d9e6594b8aa98e912c69ba561dcc4ead42""}","1849929397"
